name,office,party,image url,website,facebook,mailing address
Arcelia Treviño,"District Judge, 386th Judicial District",DEM,http://www.att-usalaw.com/Welcome_files/shapeimage_1.png,,,"118 Broadway, Suite 529 San Antonio, TX 78230"
Jan Ischy-Prins,"District Judge, 399th Judicial District",REP,https://bexargopblog.files.wordpress.com/2016/01/jane-ischy.jpg,,https://www.facebook.com/Jan-Ischy-Prins-for-Judge-1659669227606687/info?tab=page_info,"5150 Broadway, #413 San Antonio, TX 78209"
Frank J. Castro,"District Judge, 399th Judicial District",DEM,https://www.facebook.com/1672443963037909/photos/a.1672444056371233.1073741825.1672443963037909/1672444083037897/?type=3&theater,,https://www.facebook.com/Frank-J-Castro-for-Judge-1672443963037909/,"300 Convent Street, Suite 1330 San Antonio, Texas 78205"
Ray J. Olivarri,"District Judge, 399th Judicial District",DEM,http://4.bp.blogspot.com/_j-NX95CG9Tw/TCVy173Br9I/AAAAAAAAIZk/f9w2TcbaKTk/s1600/jason-lulac+123.JPG,,,"PO Box 930433 San Antonio, TX 78283"
Karen Pozza,"District Judge, 407th Judicial District",DEM,https://www.bexar.org/ImageRepository/Document?documentID=5202,,,"230 Dwyer Ave., Unit 1002 San Antonio , Texas 78204"
Leslie Sachanowicz,"District Judge, 408th Judicial District",REP,https://bexargopblog.files.wordpress.com/2016/01/photo_les-e1452206985757.jpg?w=900,http://www.lesforjudge.com/,,"508 Canterbury Hill San Antonio, TX 78209"
Milton Fagin,"District Judge, 408th Judicial District",DEM,https://scontent-dfw1-1.xx.fbcdn.net/hphotos-xft1/t31.0-8/s960x960/12183830_874472252648623_1508929491318606803_o.jpg,http://miltonfagincampaign.us/,https://www.facebook.com/Milton-Fagin-for-District-Judge-488684504560735/,"3139 Highline Trail San Antonio, TX 78261"
Virgil Yanta,"District Judge, 408th Judicial District",DEM,https://yantaforjudge.com/wp-content/uploads/2015/09/vysrheadshot.jpg,https://yantaforjudge.com/,https://www.facebook.com/yantaforjudge,"P.O. Box 15307 San Antonio, Texas 78212"
Angelica Jimenez,"District Judge, 408th Judicial District",DEM,https://scontent-dfw1-1.xx.fbcdn.net/hphotos-xlp1/v/t1.0-9/12341285_921909077893884_6627744112914951079_n.jpg?oh=dd13aa70c36f4765c01f84cc41ad9156&oe=574138B1,,https://www.facebook.com/jimenezforjudge/,"P.O. Box 592767 San Antonio, Texas 78259"
Gabe Quintanilla,"District Judge, 408th Judicial District",DEM,http://walkerreport.blogspot.com/2009/07/judicial-candidate-gabe-quintanilla.html,,,"P.O. Box 830003 San Antonio, Texas 78283"
Kristal Cordova Thomson,"District Judge, 408th Judicial District",DEM,http://content.tbls.org/images/profile/132361.jpg,http://kristalforjudge.com/,,"8620 N.New Braunfels, Ste. 101 San Antonio, TX 78217"
Frances V. Dunham,"District Judge, 438th Judicial District",REP,https://bexargopblog.files.wordpress.com/2015/12/dunham.jpg?w=150&h=150,www.francesdunhamfor438.com,http://www.facebook.com/FrancesDunhamfor438,"1201 Avenue B, #1743 San Antonio, TX 78215"
Lauro A. Bustamante,"District Judge, 438th Judicial District",DEM,http://www.bexardemocrats.org/Bustamante.jpg,,,"311 S. St. Mary's, Apt 11R San Antonio, TX 78205"
Rosie Alvarado,"District Judge, 438th Judicial District",DEM,https://scontent-dfw1-1.xx.fbcdn.net/hphotos-xtf1/v/t1.0-9/12003277_10153526464334564_4746031559164755896_n.jpg?oh=daa7de35fe7f7d4d4824a3b4d14a1d83&oe=57322FBA,http://www.rosieforjudge.com/,https://www.facebook.com/Rosie-Alvarado-for-Judge-112747314563/,"115 Camaron St San Antonio , Texas 78205"
"Antonia ""Toni"" Arteaga","District Judge, 57th Judicial District",DEM,https://www.bexar.org/ImageRepository/Document?documentID=5195,http://judgearteaga.com/,https://www.facebook.com/Keep-Judge-Antonia-Toni-Arteaga-207894585896645/,"206 E. Locust San Antonio, Texas 78212"
Edward L. Piña,"District Judge, 57th Judicial District",DEM,https://scontent-dfw1-1.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/12341495_1757043534525415_781064807204730529_n.jpg?oh=fce7235bf570db05691607482d028d68&oe=574A1129,,https://www.facebook.com/Edward-L-Pina-for-Judge-1757038134525955/?fref=ts,"8118 Datapoint Dr. San Antonio, Texas 78229"
David A. Canales,"District Judge, 73rd Judicial District",DEM,https://scontent-dfw1-1.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/12342571_911755978902246_618358190093660702_n.jpg?oh=c84691901b57d1f173821bcf245139a1&oe=5735A182,,https://www.facebook.com/judgecanales/,"P.O. Box 592055 San Antonio, Texas 78259"
Linda Molina,"Judge, County Court-at-Law No. 5",REP,https://bexargopblog.files.wordpress.com/2015/12/campaign-photo-1-e1451400235431.jpg?w=150&h=150,www.lindamolinaforjudge.com,https://www.facebook.com/LindaMolinaForJudge,"111 Soledad, Suite 300 San Antonio, TX 78205"
John A. Longoria,"Judge, County Court-at-Law No. 5",DEM,https://www.bexar.org/ImageRepository/Document?documentID=5893,,,"1807 Peterson San Antonio, Texas 78224"
Caitlin Howell,"Judge, County Court-at-Law No. 5",DEM,,,https://www.facebook.com/Campaign-to-Elect-Caitlin-for-Judge-2016-915249591875699/,"5511 N. New Braunfels San Antonio, Texas 78209"
Susan Pamerleau,Sheriff,REP,https://bexargopblog.files.wordpress.com/2016/01/pamerleau-3060a-e1452133564838.jpg?w=900,sheriffsusan.com,https://www.facebook.com/susanforsheriff,"5150 Broadway, #437 San Antonio, TX 78209"
"Charles ""Chazz"" Cervantes",Sheriff,DEM,https://pbs.twimg.com/profile_images/690390952146571267/dhxuTubl.jpg,http://www.charlescervantesforsheriff.com/,https://www.facebook.com/groups/158356984529555/,"18380 S Jett Road San Antonio, TX 78264"
Javier Salazar,Sheriff,DEM,https://scontent-dfw1-1.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/11988268_486189031571783_169940704614537368_n.jpg?oh=928a21041113055e17462d298a06b34d&oe=5734205F,,https://www.facebook.com/JavierSalazarForSheriff/,"P. O. Box 830679 San Antonio, Texas 78283"
Matt Ninan,Sheriff,DEM,https://scontent-dfw1-1.xx.fbcdn.net/hphotos-xft1/v/t1.0-9/11167792_376050725914004_8572915304094876137_n.jpg?oh=711d21a929b5a0e2c9dc384012da3192&oe=572F2BE3,,https://www.facebook.com/NinanBexarSheriff/,"1803 Ravenscroft Dr. San Antonio, Texas 78253"
Andy Lopez,Sheriff,DEM,https://pbs.twimg.com/profile_images/1668928549/twitter_pic2.png,,http://www.andylopezforsheriff.com/,"4270 Rakowitz Rd #4 Adkins, Texas 78101"
Albert Uresti,Tax Assessor-Collector,DEM,https://scontent-dfw1-1.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/426486_276243425778042_887335415_n.jpg?oh=2a64f1ff6b5424307f57af4c2ec19bf7&oe=573D8B0C,http://alberturesti.com/,https://www.facebook.com/Albert-Uresti-for-Tax-Assessor-Collector-245183165550735/,"P.O. Box 240174 San Antonio, Texas 78224"
Michael Berlanga,Tax Assessor-Collector,REP,http://walkerreport.blogspot.com/2012/10/some-overlooked-photos-from-republican.html,,,"4110 Greensboro San Antonio, TX 78229"
Fernando Padron,Tax Assessor-Collector,REP,https://bexargopblog.files.wordpress.com/2015/12/fernando_padron.png?w=130&h=150,VoteforPadron.com,https://www.facebook.com/voteforpadron/,"5055 Von Scheele Drive, Apt. 128 San Antonio, TX 78229"
Gerard Ponce,Tax Assessor-Collector,REP,,,,"PO Box 5092 San Antonio, Texas 78201"
John V. Garza,County Commissioner Pct. 1,REP,https://bexargopblog.files.wordpress.com/2016/01/photo_johngarza-e1452132475122.jpg?w=900,,,"12106 Faber Drive San Antonio, TX 78245"
"Sergio ""Chico"" Rodriguez",County Commissioner Pct. 1,DEM,http://home.bexar.org/chico/images/CommissionerRodriguez.png,http://www.voteforchico.com/,https://www.facebook.com/VoteChicoPct1/,"638 Cantrell San Antonio, TX 78221"
Brandon J. Johnson,County Commissioner Pct. 3,DEM,,,,"6906 N Loop 1604 pmb #710 San Antonio, Texas 78249"
Mike Koerner,County Commissioner Pct. 3,REP,https://bexargopblog.files.wordpress.com/2016/01/mike-portrait-from-pushcard.png?w=150&h=150,www.mikekoerner.com,http://www.facebook.com/electmikekoerner,"24165 IH-10 West, Suite 217, #458 San Antonio, TX 78257"
Pamela Lill,County Commissioner Pct. 3,REP,,,,"17803 La Cantera Terrace, #10317 San Antonio, TX 78256"
Kevin Wolff,County Commissioner Pct. 3,REP,https://bexargopblog.files.wordpress.com/2015/12/kevinwolffworking1.jpg?w=108&h=150,votekevinwolff.com,https://www.facebook.com/Kevin-Wolff-Bexar-County-Commissioner-Pct-3-259984670696753/?fref=ts,"P.O. Box 460692 San Antonio, TX 78246"
John Waldron,Justice of the Peace Pct. 2 Place 1,REP,,,,"3201 Cherry Ridge, Suite A-109 San Antonio, TX 78230"
"Roberto ""Robbie"" Vazquez",Justice of the Peace Pct. 2 Place 1,DEM,http://home.bexar.org/jp/images/vazquez.jpg,,,"131 W Mariposa San Antonio, TX 78212"
Monica Lisa Caballero,Justice of the Peace Pct. 2 Place 2,DEM,https://scontent-dfw1-1.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/422783_392806340729559_1551151151_n.jpg?oh=4f960dd8eee1d16fbdc31b83de0665a5&oe=5732D9CD,,https://www.facebook.com/Judge-Monica-Caballero-392805687396291/,"410 E. Magnolia Ave. San Antonio, Texas 78212"
Steve Walker,Justice of the Peace Pct. 2 Place 2,DEM,http://2.bp.blogspot.com/-l-5rf7czBb8/Vga-cSWgprI/AAAAAAAAv9k/3ymzGofQe6A/s1600-r/13690_10151186214628519_356267755_n.jpg,http://walkerreport.blogspot.com/,,"9529 Stillforest San Antonio, TX 78250"
Pamela Gabriel Craig,Justice of the Peace Pct. 2 Place 2,DEM,https://scontent-dfw1-1.xx.fbcdn.net/hphotos-xtp1/v/t1.0-9/11140132_905447212841934_6175084657129948290_n.jpg?oh=95c3cf729c52e2dc659ec53ce62badd8&oe=57305C19,,https://www.facebook.com/Pamela-Gabriel-Craig-905302512856404/,"206 Locust Street San Antonio, TX 78212"
"Martin ""Cam"" Chavez",Constable Pct. 1,REP,https://bexargopblog.files.wordpress.com/2016/01/chavez.jpg?w=129&h=150,,https://www.facebook.com/Chavez-for-Bexar-County-Precinct-1-Constable,"2230 Verde Canyon San Antonio, TX 78224"
Ray Lopez,Constable Pct. 1,DEM,https://scontent-mia1-1.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/10399777_1110486255630966_7086800272100075478_n.jpg?oh=0bbab1428726071061a9917d9c3703f3&oe=57368B89,,https://www.facebook.com/events/1521194161510999,"19670 IH 37 S Elmendorf, TX 78112"
"Jesse ""Jay"" Alaniz",Constable Pct. 1,REP,,,,"1211 Vickers Ave San Antonio, TX 78211"
Ruben C. Tejeda,Constable Pct. 1,DEM,https://www.bexar.org/ImageRepository/Document?documentID=5522,,,"6103 Macdona St. San Antonio, TX 78221"
Dan S. Vela,Constable Pct. 2,DEM,https://scontent-mia1-1.xx.fbcdn.net/hphotos-xta1/v/t1.0-9/12341100_904676972961113_4444907479530918503_n.jpg?oh=ebb344bff99c242f7e68e71e75e83a43&oe=56FDE275,,https://www.facebook.com/Dan-Vela-for-Bexar-County-Constable-Pct-2-897768936985250/,"9251 Windward Trace San Antonio, Texas 78254"
"Kenneth R. ""Randy"" Menn",Constable Pct. 2,REP,,,,"11201 Beverly Hills Helotes, TX 78023"
Joseph R. Pineda,Constable Pct. 2,REP,https://bexargopblog.files.wordpress.com/2015/12/j-pineda.jpg?w=86&h=150,,http://facebook.com/PinedaforConstable,"8111 Mainland Dr., Suite 104-416 San Antonio, TX 78240"
Val Flores,Constable Pct. 2,DEM,https://www.facebook.com/1523715794595986/photos/a.1523716754595890.1073741826.1523715794595986/1523716757929223/?type=3,,https://www.facebook.com/We-the-People-for-Re-elect-Constable-Val-Flores-for-Pct-2-Constable-1523715794595986/,"7815 Lacey Oak Core San Antonio, Texas 78250"
Charlie Peña Jr.,Constable Pct. 2,DEM,https://scontent-mia1-1.xx.fbcdn.net/hphotos-xat1/t31.0-8/s960x960/12045690_141607539522644_6770391761772897867_o.jpg,http://www.charliepenajr.com/,https://www.facebook.com/CharliePenaJr/,"311 Freeman San Antonio, Texas 78228"
Michelle Barrientes Vela,Constable Pct. 2,DEM,https://scontent-mia1-1.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/1914242_647872468687434_454953439184858347_n.png?oh=76ef887be8dcf99f11518d640191661e&oe=57367E4E,http://michelleforconstable.com/,https://www.facebook.com/Michelle-Barrientes-Vela-for-Bexar-County-Constable-Pct-2-642763245865023/,"P. O. Box 380003 San Antonio , Texas 78268"
Rudy Garza,Constable Pct. 2,DEM,https://scontent-mia1-1.xx.fbcdn.net/hphotos-xat1/v/t1.0-9/12250138_421215828089111_7804647027826111217_n.jpg?oh=b47d7c58e4125bff87117e7224a9399a&oe=57491815,http://www.rudygarza.net/home.html,https://www.facebook.com/Rudy-Garza-for-Bexar-County-Constable-Pct-2-421198804757480/,"507 Riverdale Drive San Antonio, TX 78228"
Edward (Ed) Coleman,Constable Pct. 3,DEM,http://www.voteforedcoleman.com/blog/wp-content/uploads/2012/05/elc1-201x300.jpg,http://voteforedcoleman.com/?page_id=4,https://www.facebook.com/Ed-Coleman-for-Bexar-County-Constable-Precinct-3-259064270824315/,"10410 Perrin Beitel #34388 San Antonio, TX 78265"
Mark Stewart Vojvodich,Constable Pct. 3,REP,https://bexargopblog.files.wordpress.com/2015/11/photomarkvojvodich.jpg?w=107&h=150,,,"2207 Sun Oak San Antonio, Texas 78232"
Nathan Buchanan,Constable Pct. 3,REP,https://bexargopblog.files.wordpress.com/2015/12/fscn7858.jpg?w=113&h=150,,https://www.facebook.com/buchananforconstable/timeline,"6803 Alan Hale San Antonio, TX 78240"
Franz Lamar Rickhoff,Constable Pct. 3,REP,http://www.rickhofffranzlamar.com/wp-content/uploads/2015/07/Portrait-Franz-Square.jpg,http://www.rickhofffranzlamar.com/,,"816 Rushing Waters San Antonio, TX 78260"
Christopher J. Milam,Constable Pct. 4,REP,,,,"7142 Lynn Lake Drive San Antonio, TX 78244"
Stan Ramos,Constable Pct. 4,DEM,https://scontent-atl3-1.xx.fbcdn.net/hphotos-xtp1/v/t1.0-9/12106874_897751313674161_7101307762972984226_n.jpg?oh=7ec84121449fc7ba314f4250abcf864d&oe=5703B7E7,,https://www.facebook.com/StanRamosForConstablePct4,"215 highway Dr. San Antonio, Texas 78219"
Robert ''Mike'' Blount,Constable Pct. 4,DEM,http://home.bexar.org/constable/pct4/Blount02H200.JPG,,https://www.facebook.com/pages/Bexar-County-Precinct-4-Robert-Mike-Blount/111810585549914,"P.O. Box 154 Elmendorf, Texas 78112"
